"id","name","height","weight","hp","attack","defense","s_attack","s_defense","speed","type","evo_set","info"
445,"garchomp","19","950","108","130","95","80","85","102","{dragon,ground}",230,"When it folds up its body and extends its wings, it looks like a jet plane. It flies at sonic speed."
446,"munchlax","6","1050","135","85","40","40","85","5","{normal}",72,"It wolfs down its weight in food once a day, swallowing food whole with almost no chewing."
447,"riolu","7","202","40","70","40","35","40","60","{fighting}",232,"The aura that emanates from its body intensifies to alert others if it is afraid or sad."
448,"lucario","12","540","70","110","70","115","70","90","{fighting,steel}",232,"It has the ability to sense the auras of all things. It understands human speech."
449,"hippopotas","8","495","68","72","78","38","42","32","{ground}",233,"It lives in arid places. Instead of perspiration, it expels grainy sand from its body."
450,"hippowdon","20","3000","108","112","118","68","72","47","{ground}",233,"It blasts internally stored sand from ports on its body to create a towering twister for attack."
451,"skorupi","8","120","40","50","90","30","55","65","{poison,bug}",234,"It grips prey with its tail claws and injects poison. It tenaciously hangs on until the poison takes."
452,"drapion","13","615","70","90","110","60","75","95","{poison,dark}",234,"It has the power in its clawed arms to make scrap of a car. The tips of its claws release poison."
453,"croagunk","7","230","48","61","40","61","40","50","{poison,fighting}",235,"Its cheeks hold poison sacs. It tries to catch foes off guard to jab them with toxic fingers."
454,"toxicroak","13","444","83","106","65","86","65","85","{poison,fighting}",235,"Its knuckle claws secrete a toxin so vile that even a scratch could prove fatal."
455,"carnivine","14","270","74","100","72","90","72","46","{grass}",236,"It attracts prey with its sweet- smelling saliva, then chomps down. It takes a whole day to eat prey."
456,"finneon","4","70","49","49","56","49","61","66","{water}",237,"After long exposure to sunlight, the patterns on its tail fins shine vividly when darkness arrives."
457,"lumineon","12","240","69","69","76","69","86","91","{water}",237,"It lives on the deep-sea floor. It attracts prey by flashing the patterns on its four tail fins."
458,"mantyke","10","650","45","20","50","60","120","50","{water,flying}",116,"A friendly Pokémon that captures the subtle flows of seawater using its two antennae."
459,"snover","10","505","60","62","50","62","60","40","{grass,ice}",239,"It lives on snowy mountains. Having had little contact with humans, it is boldly inquisitive."
460,"abomasnow","22","1355","90","92","75","92","85","60","{grass,ice}",239,"It whips up blizzards in mountains that are always buried in snow. It is the abominable snowman."
461,"weavile","11","340","70","120","65","45","85","125","{dark,ice}",109,"They live in cold regions, forming groups of four or five that hunt prey with impressive coordination."
462,"magnezone","12","1800","70","70","115","130","90","60","{electric,steel}",34,"It evolved from exposure to a special magnetic field. Three units generate magnetism."
463,"lickilicky","17","1400","110","85","95","80","95","50","{normal}",48,"It wraps things with its extensible tongue. Getting too close to it will leave you soaked with drool."
464,"rhyperior","24","2828","115","140","130","55","55","40","{ground,rock}",50,"It puts rocks in holes in its palms and uses its muscles to shoot them. GEODUDE are shot at rare times."
465,"tangrowth","20","1286","100","100","125","110","50","50","{grass}",52,"It ensnares prey by extending arms made of vines. Losing arms to predators does not trouble it."
466,"electivire","18","1386","75","123","67","95","85","95","{electric}",60,"As its electric charge amplifies, blue sparks begin to crackle between its horns."
467,"magmortar","16","680","75","95","67","125","95","83","{fire}",61,"It blasts fireballs of over 3,600 degrees F from the ends of its arms. It lives in volcanic craters."
468,"togekiss","15","380","85","50","95","120","115","80","{fairy,flying}",87,"It will never appear where there is strife. Its sightings have become rare recently."
469,"yanmega","19","515","86","76","86","116","56","95","{bug,flying}",95,"By churning its wings, it creates shock waves that inflict critical internal injuries to foes."
470,"leafeon","10","255","65","110","130","60","65","95","{grass}",67,"Just like a plant, it uses photosynthesis. As a result, it is always enveloped in clear air."
471,"glaceon","8","259","65","60","110","130","95","65","{ice}",67,"As a protective technique, it can completely freeze its fur to make its hairs stand like needles."
472,"gliscor","20","425","75","95","125","45","75","95","{ground,flying}",104,"It observes prey while hanging inverted from branches. When the chance presents itself, it swoops!"
473,"mamoswine","25","2910","110","130","80","70","60","80","{ice,ground}",112,"Its impressive tusks are made of ice. The population thinned when it turned warm after the ice age."
474,"porygon-z","9","340","85","80","70","135","75","90","{normal}",68,"Additional software was installed to make it a better Pokémon. It began acting oddly, however."
475,"gallade","16","520","68","125","65","65","115","80","{psychic,fighting}",140,"A master of courtesy and swordsmanship, it fights using extending swords on its elbows."
476,"probopass","14","3400","60","55","145","75","150","40","{rock,steel}",147,"It freely controls three small units called Mini-Noses using magnetic force."
477,"dusknoir","22","1066","45","100","135","65","135","45","{ghost}",182,"The antenna on its head captures radio waves from the world of spirits that command it to take people there."
478,"froslass","13","266","70","80","70","80","70","110","{ice,ghost}",186,"It freezes foes with an icy breath nearly -60 degrees F. What seems to be its body is actually hollow."
479,"rotom","3","3","50","50","77","95","77","91","{electric,ghost}",240,"Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc."
480,"uxie","3","3","75","75","130","75","130","95","{psychic}",241,"Known as “The Being of Knowledge.” It is said that it can wipe out the memory of those who see its eyes."
481,"mesprit","3","3","80","105","105","105","105","80","{psychic}",242,"Known as “The Being of Emotion.” It taught humans the nobility of sorrow, pain, and joy."
482,"azelf","3","3","75","125","70","125","70","115","{psychic}",243,"Known as “The Being of Willpower.” It sleeps at the bottom of a lake to keep the world in balance."
483,"dialga","54","6830","100","120","120","150","100","90","{steel,dragon}",244,"It has the power to control time. It appears in Sinnoh-region myths as an ancient deity."
484,"palkia","42","3360","90","120","100","150","120","100","{water,dragon}",245,"It has the ability to distort space. It is described as a deity in Sinnoh-region mythology."
485,"heatran","17","4300","91","90","106","130","106","77","{fire,steel}",246,"It dwells in volcanic caves. It digs in with its cross-shaped feet to crawl on ceilings and walls."
486,"regigigas","37","4200","110","160","110","80","110","100","{normal}",247,"There is an enduring legend that states this Pokémon towed continents with ropes."
487,"giratina","45","7500","150","100","120","100","120","90","{ghost,dragon}",248,"A Pokémon that is said to live in a world on the reverse side of ours. It appears in an ancient cemetery."
488,"cresselia","15","856","120","70","110","75","120","85","{psychic}",249,"Shiny particles are released from its wings like a veil. It is said to represent the crescent moon."
489,"phione","4","31","80","80","80","80","80","80","{water}",250,"It drifts in warm seas. It always returns to where it was born, no matter how far it may have drifted."
490,"manaphy","3","14","100","100","100","100","100","100","{water}",250,"Born on a cold seafloor, it will swim great distances to return to its birthplace."
491,"darkrai","15","505","70","90","90","135","90","125","{dark}",252,"It can lull people to sleep and make them dream. It is active during nights of the new moon."
492,"shaymin","2","21","100","100","100","100","100","100","{grass}",253,"It lives in flower patches and avoids detection by curling up to look like a flowering plant."
493,"arceus","32","3200","120","120","120","120","120","120","{normal}",254,"It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms."
494,"victini","4","40","100","100","100","100","100","100","{psychic,fire}",255,"This Pokémon brings victory. It is said that Trainers with Victini always win, regardless of the type of encounter."
495,"snivy","6","81","45","45","55","45","55","63","{grass}",256,"It is very intelligent and calm. Being exposed to lots of sunlight makes its movements swifter."
